File	Name	Impl	Kind	Visibility	Safety	doc(hidden)	is_nightly	Safety constraint	Panics section	Examples section	Docs
library/core/src/intrinsics/mod.rs	read_via_copy		function	public	unsafe	false	true	missing	false	false	This is an implementation detail of [`crate::ptr::read`] and should not be used anywhere else.  See its comments for why this exists.  This intrinsic can *only* be called where the pointer is a local without projections (`read_via_copy(ptr)`, not `read_via_copy(*ptr)`) so that it trivially obeys runtime-MIR rules about derefs in operands.
library/core/src/intrinsics/mod.rs	size_of		function	public	safe	false	true	not applicable	false	false	The size of a type in bytes.  Note that, unlike most intrinsics, this is safe to call; it does not require an `unsafe` block. Therefore, implementations must not require the user to uphold any safety invariants.  More specifically, this is the offset in bytes between successive items of the same type, including alignment padding.  The stabilized version of this intrinsic is [`size_of`].
library/core/src/intrinsics/mod.rs	three_way_compare		function	public	safe	false	true	not applicable	false	false	Does a three-way comparison between the two arguments, which must be of character or integer (signed or unsigned) type.  This was originally added because it greatly simplified the MIR in `cmp` implementations, and then LLVM 20 added a backend intrinsic for it too.  The stabilized version of this intrinsic is [`Ord::cmp`].
library/core/src/intrinsics/mod.rs	transmute		function	public	unsafe	false	true	missing	false	true	Reinterprets the bits of a value of one type as another type.  Both types must have the same size. Compilation will fail if this is not guaranteed.  `transmute` is semantically equivalent to a bitwise move of one type into another. It copies the bits from the source value into the destination value, then forgets the original. Note that source and destination are passed by-value, which means if `Src` or `Dst` contain padding, that padding is *not* guaranteed to be preserved by `transmute`.  Both the argument and the result must be [valid](../../nomicon/what-unsafe-does.html) at their given type. Violating this condition leads to [undefined behavior][ub]. The compiler will generate code *assuming that you, the programmer, ensure that there will never be undefined behavior*. It is therefore your responsibility to guarantee that every value passed to `transmute` is valid at both types `Src` and `Dst`. Failing to uphold this condition may lead to unexpected and unstable compilation results. This makes `transmute` **incredibly unsafe**. `transmute` should be the absolute last resort.  Because `transmute` is a by-value operation, alignment of the *transmuted values themselves* is not a concern. As with any other function, the compiler already ensures both `Src` and `Dst` are properly aligned. However, when transmuting values that *point elsewhere* (such as pointers, references, boxes…), the caller has to ensure proper alignment of the pointed-to values.  The [nomicon](../../nomicon/transmutes.html) has additional documentation.  [ub]: ../../reference/behavior-considered-undefined.html  # Transmutation between pointers and integers  Special care has to be taken when transmuting between pointers and integers, e.g. transmuting between `*const ()` and `usize`.  Transmuting *pointers to integers* in a `const` context is [undefined behavior][ub], unless the pointer was originally created *from* an integer. (That includes this function specifically, integer-to-pointer casts, and helpers like [`dangling`][crate::ptr::dangling], but also semantically-equivalent conversions such as punning through `repr(C)` union fields.) Any attempt to use the resulting value for integer operations will abort const-evaluation. (And even outside `const`, such transmutation is touching on many unspecified aspects of the Rust memory model and should be avoided. See below for alternatives.)  Transmuting *integers to pointers* is a largely unspecified operation. It is likely *not* equivalent to an `as` cast. Doing non-zero-sized memory accesses with a pointer constructed this way is currently considered undefined behavior.  All this also applies when the integer is nested inside an array, tuple, struct, or enum. However, `MaybeUninit<usize>` is not considered an integer type for the purpose of this section. Transmuting `*const ()` to `MaybeUninit<usize>` is fine---but then calling `assume_init()` on that result is considered as completing the pointer-to-integer transmute and thus runs into the issues discussed above.  In particular, doing a pointer-to-integer-to-pointer roundtrip via `transmute` is *not* a lossless process. If you want to round-trip a pointer through an integer in a way that you can get back the original pointer, you need to use `as` casts, or replace the integer type by `MaybeUninit<$int>` (and never call `assume_init()`). If you are looking for a way to store data of arbitrary type, also use `MaybeUninit<T>` (that will also handle uninitialized memory due to padding). If you specifically need to store something that is "either an integer or a pointer", use `*mut ()`: integers can be converted to pointers and back without any loss (via `as` casts or via `transmute`).  # Examples  There are a few things that `transmute` is really useful for.  Turning a pointer into a function pointer. This is *not* portable to machines where function pointers and data pointers have different sizes.  ``` fn foo() -> i32 {     0 } // Crucially, we `as`-cast to a raw pointer before `transmute`ing to a function pointer. // This avoids an integer-to-pointer `transmute`, which can be problematic. // Transmuting between raw pointers and function pointers (i.e., two pointer types) is fine. let pointer = foo as *const (); let function = unsafe {     std::mem::transmute::<*const (), fn() -> i32>(pointer) }; assert_eq!(function(), 0); ```  Extending a lifetime, or shortening an invariant lifetime. This is advanced, very unsafe Rust!  ``` struct R<'a>(&'a i32); unsafe fn extend_lifetime<'b>(r: R<'b>) -> R<'static> {     unsafe { std::mem::transmute::<R<'b>, R<'static>>(r) } }  unsafe fn shorten_invariant_lifetime<'b, 'c>(r: &'b mut R<'static>)                                              -> &'b mut R<'c> {     unsafe { std::mem::transmute::<&'b mut R<'static>, &'b mut R<'c>>(r) } } ```  # Alternatives  Don't despair: many uses of `transmute` can be achieved through other means. Below are common applications of `transmute` which can be replaced with safer constructs.  Turning raw bytes (`[u8; SZ]`) into `u32`, `f64`, etc.:  ``` # #![allow(unnecessary_transmutes)] let raw_bytes = [0x78, 0x56, 0x34, 0x12];  let num = unsafe {     std::mem::transmute::<[u8; 4], u32>(raw_bytes) };  // use `u32::from_ne_bytes` instead let num = u32::from_ne_bytes(raw_bytes); // or use `u32::from_le_bytes` or `u32::from_be_bytes` to specify the endianness let num = u32::from_le_bytes(raw_bytes); assert_eq!(num, 0x12345678); let num = u32::from_be_bytes(raw_bytes); assert_eq!(num, 0x78563412); ```  Turning a pointer into a `usize`:  ```no_run let ptr = &0; let ptr_num_transmute = unsafe {     std::mem::transmute::<&i32, usize>(ptr) };  // Use an `as` cast instead let ptr_num_cast = ptr as *const i32 as usize; ```  Note that using `transmute` to turn a pointer to a `usize` is (as noted above) [undefined behavior][ub] in `const` contexts. Also outside of consts, this operation might not behave as expected -- this is touching on many unspecified aspects of the Rust memory model. Depending on what the code is doing, the following alternatives are preferable to pointer-to-integer transmutation: - If the code just wants to store data of arbitrary type in some buffer and needs to pick a   type for that buffer, it can use [`MaybeUninit`][crate::mem::MaybeUninit]. - If the code actually wants to work on the address the pointer points to, it can use `as`   casts or [`ptr.addr()`][pointer::addr].  Turning a `*mut T` into a `&mut T`:  ``` let ptr: *mut i32 = &mut 0; let ref_transmuted = unsafe {     std::mem::transmute::<*mut i32, &mut i32>(ptr) };  // Use a reborrow instead let ref_casted = unsafe { &mut *ptr }; ```  Turning a `&mut T` into a `&mut U`:  ``` let ptr = &mut 0; let val_transmuted = unsafe {     std::mem::transmute::<&mut i32, &mut u32>(ptr) };  // Now, put together `as` and reborrowing - note the chaining of `as` // `as` is not transitive let val_casts = unsafe { &mut *(ptr as *mut i32 as *mut u32) }; ```  Turning a `&str` into a `&[u8]`:  ``` // this is not a good way to do this. let slice = unsafe { std::mem::transmute::<&str, &[u8]>("Rust") }; assert_eq!(slice, &[82, 117, 115, 116]);  // You could use `str::as_bytes` let slice = "Rust".as_bytes(); assert_eq!(slice, &[82, 117, 115, 116]);  // Or, just use a byte string, if you have control over the string // literal assert_eq!(b"Rust", &[82, 117, 115, 116]); ```  Turning a `Vec<&T>` into a `Vec<Option<&T>>`.  To transmute the inner type of the contents of a container, you must make sure to not violate any of the container's invariants. For `Vec`, this means that both the size *and alignment* of the inner types have to match. Other containers might rely on the size of the type, alignment, or even the `TypeId`, in which case transmuting wouldn't be possible at all without violating the container invariants.  ``` let store = [0, 1, 2, 3]; let v_orig = store.iter().collect::<Vec<&i32>>();  // clone the vector as we will reuse them later let v_clone = v_orig.clone();  // Using transmute: this relies on the unspecified data layout of `Vec`, which is a // bad idea and could cause Undefined Behavior. // However, it is no-copy. let v_transmuted = unsafe {     std::mem::transmute::<Vec<&i32>, Vec<Option<&i32>>>(v_clone) };  let v_clone = v_orig.clone();  // This is the suggested, safe way. // It may copy the entire vector into a new one though, but also may not. let v_collected = v_clone.into_iter()                          .map(Some)                          .collect::<Vec<Option<&i32>>>();  let v_clone = v_orig.clone();  // This is the proper no-copy, unsafe way of "transmuting" a `Vec`, without relying on the // data layout. Instead of literally calling `transmute`, we perform a pointer cast, but // in terms of converting the original inner type (`&i32`) to the new one (`Option<&i32>`), // this has all the same caveats. Besides the information provided above, also consult the // [`from_raw_parts`] documentation. let v_from_raw = unsafe {     // Ensure the original vector is not dropped.     let mut v_clone = std::mem::ManuallyDrop::new(v_clone);     Vec::from_raw_parts(v_clone.as_mut_ptr() as *mut Option<&i32>,                         v_clone.len(),                         v_clone.capacity()) }; ```  [`from_raw_parts`]: ../../std/vec/struct.Vec.html#method.from_raw_parts  Implementing `split_at_mut`:  ``` use std::{slice, mem};  // There are multiple ways to do this, and there are multiple problems // with the following (transmute) way. fn split_at_mut_transmute<T>(slice: &mut [T], mid: usize)                              -> (&mut [T], &mut [T]) {     let len = slice.len();     assert!(mid <= len);     unsafe {         let slice2 = mem::transmute::<&mut [T], &mut [T]>(slice);         // first: transmute is not type safe; all it checks is that T and         // U are of the same size. Second, right here, you have two         // mutable references pointing to the same memory.         (&mut slice[0..mid], &mut slice2[mid..len])     } }  // This gets rid of the type safety problems; `&mut *` will *only* give // you a `&mut T` from a `&mut T` or `*mut T`. fn split_at_mut_casts<T>(slice: &mut [T], mid: usize)                          -> (&mut [T], &mut [T]) {     let len = slice.len();     assert!(mid <= len);     unsafe {         let slice2 = &mut *(slice as *mut [T]);         // however, you still have two mutable references pointing to         // the same memory.         (&mut slice[0..mid], &mut slice2[mid..len])     } }  // This is how the standard library does it. This is the best method, if // you need to do something like this fn split_at_stdlib<T>(slice: &mut [T], mid: usize)                       -> (&mut [T], &mut [T]) {     let len = slice.len();     assert!(mid <= len);     unsafe {         let ptr = slice.as_mut_ptr();         // This now has three mutable references pointing at the same         // memory. `slice`, the rvalue ret.0, and the rvalue ret.1.         // `slice` is never used after `let ptr = ...`, and so one can         // treat it as "dead", and therefore, you only have two real         // mutable slices.         (slice::from_raw_parts_mut(ptr, mid),          slice::from_raw_parts_mut(ptr.add(mid), len - mid))     } } ```
library/core/src/intrinsics/mod.rs	ub_checks		function	public	safe	false	true	not applicable	false	false	Returns whether we should perform some UB-checking at runtime. This eventually evaluates to `cfg!(ub_checks)`, but behaves different from `cfg!` when mixing crates built with different flags: if the crate has UB checks enabled or carries the `#[rustc_preserve_ub_checks]` attribute, evaluation is delayed until monomorphization (or until the call gets inlined into a crate that does not delay evaluation further); otherwise it can happen any time.  The common case here is a user program built with ub_checks linked against the distributed sysroot which is built without ub_checks but with `#[rustc_preserve_ub_checks]`. For code that gets monomorphized in the user crate (i.e., generic functions and functions with `#[inline]`), gating assertions on `ub_checks()` rather than `cfg!(ub_checks)` means that assertions are enabled whenever the *user crate* has UB checks enabled. However, if the user has UB checks disabled, the checks will still get optimized out. This intrinsic is primarily used by [`crate::ub_checks::assert_unsafe_precondition`].
library/core/src/intrinsics/mod.rs	unchecked_sub		function	public	unsafe	false	true	missing	false	false	Returns the result of an unchecked subtraction, resulting in undefined behavior when `x - y > T::MAX` or `x - y < T::MIN`.  The stable counterpart of this intrinsic is `unchecked_sub` on the various integer types, such as [`u16::unchecked_sub`] and [`i64::unchecked_sub`].
library/core/src/intrinsics/mod.rs	unreachable		function	public	unsafe	false	true	missing	false	false	Informs the optimizer that this point in the code is not reachable, enabling further optimizations.  N.B., this is very different from the `unreachable!()` macro: Unlike the macro, which panics when it is executed, it is *undefined behavior* to reach code marked with this function.  The stabilized version of this intrinsic is [`core::hint::unreachable_unchecked`].
library/core/src/intrinsics/mod.rs	write_via_move		function	public	unsafe	false	true	missing	false	false	This is an implementation detail of [`crate::ptr::write`] and should not be used anywhere else.  See its comments for why this exists.  This intrinsic can *only* be called where the pointer is a local without projections (`write_via_move(ptr, x)`, not `write_via_move(*ptr, x)`) so that it trivially obeys runtime-MIR rules about derefs in operands.
library/core/src/intrinsics/mod.rs	Eq::assert_receiver_is_total_eq	impl Eq for AtomicOrdering	trait method implementation	public	safe	true	true	not applicable	false	false	
library/core/src/intrinsics/mod.rs	PartialEq::eq	impl PartialEq for AtomicOrdering	trait method implementation	public	safe	false	true	not applicable	false	false	
library/core/src/iter/traits/collect.rs	IntoIterator::into_iter		trait method definition	public	safe	false	false	not applicable	false	true	Creates an iterator from a value.  See the [module-level documentation] for more.  [module-level documentation]: crate::iter  # Examples  ``` let v = [1, 2, 3]; let mut iter = v.into_iter();  assert_eq!(Some(1), iter.next()); assert_eq!(Some(2), iter.next()); assert_eq!(Some(3), iter.next()); assert_eq!(None, iter.next()); ```
library/core/src/iter/traits/iterator.rs	Iterator::next		trait method definition	public	safe	false	false	not applicable	false	true	Advances the iterator and returns the next value.  Returns [`None`] when iteration is finished. Individual iterator implementations may choose to resume iteration, and so calling `next()` again may or may not eventually start returning [`Some(Item)`] again at some point.  [`Some(Item)`]: Some  # Examples  ``` let a = [1, 2, 3];  let mut iter = a.into_iter();  // A call to next() returns the next value... assert_eq!(Some(1), iter.next()); assert_eq!(Some(2), iter.next()); assert_eq!(Some(3), iter.next());  // ... and then None once it's over. assert_eq!(None, iter.next());  // More calls may or may not return `None`. Here, they always will. assert_eq!(None, iter.next()); assert_eq!(None, iter.next()); ```
library/core/src/mem/mod.rs	align_of		function	public	safe	false	false	not applicable	false	true	Returns the [ABI]-required minimum alignment of a type in bytes.  Every reference to a value of the type `T` must be a multiple of this number.  This is the alignment used for struct fields. It may be smaller than the preferred alignment.  [ABI]: https://en.wikipedia.org/wiki/Application_binary_interface  # Examples  ``` assert_eq!(4, align_of::<i32>()); ```
library/core/src/mem/mod.rs	drop		function	public	safe	false	false	not applicable	false	true	Disposes of a value.  This does so by calling the argument's implementation of [`Drop`][drop].  This effectively does nothing for types which implement `Copy`, e.g. integers. Such values are copied and _then_ moved into the function, so the value persists after this function call.  This function is not magic; it is literally defined as  ``` pub fn drop<T>(_x: T) {} ```  Because `_x` is moved into the function, it is automatically dropped before the function returns.  [drop]: Drop  # Examples  Basic usage:  ``` let v = vec![1, 2, 3];  drop(v); // explicitly drop the vector ```  Since [`RefCell`] enforces the borrow rules at runtime, `drop` can release a [`RefCell`] borrow:  ``` use std::cell::RefCell;  let x = RefCell::new(1);  let mut mutable_borrow = x.borrow_mut(); *mutable_borrow = 1;  drop(mutable_borrow); // relinquish the mutable borrow on this slot  let borrow = x.borrow(); println!("{}", *borrow); ```  Integers and other types implementing [`Copy`] are unaffected by `drop`.  ``` # #![allow(dropping_copy_types)] #[derive(Copy, Clone)] struct Foo(u8);  let x = 1; let y = Foo(2); drop(x); // a copy of `x` is moved and dropped drop(y); // a copy of `y` is moved and dropped  println!("x: {}, y: {}", x, y.0); // still available ```  [`RefCell`]: crate::cell::RefCell
library/core/src/mem/mod.rs	size_of		function	public	safe	false	false	not applicable	false	true	Returns the size of a type in bytes.  More specifically, this is the offset in bytes between successive elements in an array with that item type including alignment padding. Thus, for any type `T` and length `n`, `[T; n]` has a size of `n * size_of::<T>()`.  In general, the size of a type is not stable across compilations, but specific types such as primitives are.  The following table gives the size for primitives.  Type | `size_of::<Type>()` ---- | --------------- () | 0 bool | 1 u8 | 1 u16 | 2 u32 | 4 u64 | 8 u128 | 16 i8 | 1 i16 | 2 i32 | 4 i64 | 8 i128 | 16 f32 | 4 f64 | 8 char | 4  Furthermore, `usize` and `isize` have the same size.  The types [`*const T`], `&T`, [`Box<T>`], [`Option<&T>`], and `Option<Box<T>>` all have the same size. If `T` is `Sized`, all of those types have the same size as `usize`.  The mutability of a pointer does not change its size. As such, `&T` and `&mut T` have the same size. Likewise for `*const T` and `*mut T`.  # Size of `#[repr(C)]` items  The `C` representation for items has a defined layout. With this layout, the size of items is also stable as long as all fields have a stable size.  ## Size of Structs  For `struct`s, the size is determined by the following algorithm.  For each field in the struct ordered by declaration order:  1. Add the size of the field. 2. Round up the current size to the nearest multiple of the next field's [alignment].  Finally, round the size of the struct to the nearest multiple of its [alignment]. The alignment of the struct is usually the largest alignment of all its fields; this can be changed with the use of `repr(align(N))`.  Unlike `C`, zero sized structs are not rounded up to one byte in size.  ## Size of Enums  Enums that carry no data other than the discriminant have the same size as C enums on the platform they are compiled for.  ## Size of Unions  The size of a union is the size of its largest field.  Unlike `C`, zero sized unions are not rounded up to one byte in size.  # Examples  ``` // Some primitives assert_eq!(4, size_of::<i32>()); assert_eq!(8, size_of::<f64>()); assert_eq!(0, size_of::<()>());  // Some arrays assert_eq!(8, size_of::<[i32; 2]>()); assert_eq!(12, size_of::<[i32; 3]>()); assert_eq!(0, size_of::<[i32; 0]>());   // Pointer size equality assert_eq!(size_of::<&i32>(), size_of::<*const i32>()); assert_eq!(size_of::<&i32>(), size_of::<Box<i32>>()); assert_eq!(size_of::<&i32>(), size_of::<Option<&i32>>()); assert_eq!(size_of::<Box<i32>>(), size_of::<Option<Box<i32>>>()); ```  Using `#[repr(C)]`.  ``` #[repr(C)] struct FieldStruct {     first: u8,     second: u16,     third: u8 }  // The size of the first field is 1, so add 1 to the size. Size is 1. // The alignment of the second field is 2, so add 1 to the size for padding. Size is 2. // The size of the second field is 2, so add 2 to the size. Size is 4. // The alignment of the third field is 1, so add 0 to the size for padding. Size is 4. // The size of the third field is 1, so add 1 to the size. Size is 5. // Finally, the alignment of the struct is 2 (because the largest alignment amongst its // fields is 2), so add 1 to the size for padding. Size is 6. assert_eq!(6, size_of::<FieldStruct>());  #[repr(C)] struct TupleStruct(u8, u16, u8);  // Tuple structs follow the same rules. assert_eq!(6, size_of::<TupleStruct>());  // Note that reordering the fields can lower the size. We can remove both padding bytes // by putting `third` before `second`. #[repr(C)] struct FieldStructOptimized {     first: u8,     third: u8,     second: u16 }  assert_eq!(4, size_of::<FieldStructOptimized>());  // Union size is the size of the largest field. #[repr(C)] union ExampleUnion {     smaller: u8,     larger: u16 }  assert_eq!(2, size_of::<ExampleUnion>()); ```  [alignment]: align_of [`*const T`]: primitive@pointer [`Box<T>`]: ../../std/boxed/struct.Box.html [`Option<&T>`]: crate::option::Option 
library/core/src/num/mod.rs	u128::count_ones	impl u128	method	public	safe	false	false	not applicable	false	true	Returns the number of ones in the binary representation of `self`.  # Examples  ``` let n = 0b01001100u128; assert_eq!(n.count_ones(), 3);  let max = u128::MAX; assert_eq!(max.count_ones(), 128);  let zero = 0u128; assert_eq!(zero.count_ones(), 0); ```
library/core/src/num/mod.rs	u128::is_power_of_two	impl u128	method	public	safe	false	false	not applicable	false	true	Returns `true` if and only if `self == 2^k` for some unsigned integer `k`.  # Examples  ``` assert!(16u128.is_power_of_two()); assert!(!10u128.is_power_of_two()); ```
library/core/src/num/mod.rs	u16::count_ones	impl u16	method	public	safe	false	false	not applicable	false	true	Returns the number of ones in the binary representation of `self`.  # Examples  ``` let n = 0b01001100u16; assert_eq!(n.count_ones(), 3);  let max = u16::MAX; assert_eq!(max.count_ones(), 16);  let zero = 0u16; assert_eq!(zero.count_ones(), 0); ```
library/core/src/num/mod.rs	u16::is_power_of_two	impl u16	method	public	safe	false	false	not applicable	false	true	Returns `true` if and only if `self == 2^k` for some unsigned integer `k`.  # Examples  ``` assert!(16u16.is_power_of_two()); assert!(!10u16.is_power_of_two()); ```
library/core/src/num/mod.rs	u32::count_ones	impl u32	method	public	safe	false	false	not applicable	false	true	Returns the number of ones in the binary representation of `self`.  # Examples  ``` let n = 0b01001100u32; assert_eq!(n.count_ones(), 3);  let max = u32::MAX; assert_eq!(max.count_ones(), 32);  let zero = 0u32; assert_eq!(zero.count_ones(), 0); ```
library/core/src/num/mod.rs	u32::is_power_of_two	impl u32	method	public	safe	false	false	not applicable	false	true	Returns `true` if and only if `self == 2^k` for some unsigned integer `k`.  # Examples  ``` assert!(16u32.is_power_of_two()); assert!(!10u32.is_power_of_two()); ```
library/core/src/num/mod.rs	u64::count_ones	impl u64	method	public	safe	false	false	not applicable	false	true	Returns the number of ones in the binary representation of `self`.  # Examples  ``` let n = 0b01001100u64; assert_eq!(n.count_ones(), 3);  let max = u64::MAX; assert_eq!(max.count_ones(), 64);  let zero = 0u64; assert_eq!(zero.count_ones(), 0); ```
library/core/src/num/mod.rs	u64::is_power_of_two	impl u64	method	public	safe	false	false	not applicable	false	true	Returns `true` if and only if `self == 2^k` for some unsigned integer `k`.  # Examples  ``` assert!(16u64.is_power_of_two()); assert!(!10u64.is_power_of_two()); ```
library/core/src/num/mod.rs	u8::count_ones	impl u8	method	public	safe	false	false	not applicable	false	true	Returns the number of ones in the binary representation of `self`.  # Examples  ``` let n = 0b01001100u8; assert_eq!(n.count_ones(), 3);  let max = u8::MAX; assert_eq!(max.count_ones(), 8);  let zero = 0u8; assert_eq!(zero.count_ones(), 0); ```
library/core/src/num/mod.rs	u8::is_power_of_two	impl u8	method	public	safe	false	false	not applicable	false	true	Returns `true` if and only if `self == 2^k` for some unsigned integer `k`.  # Examples  ``` assert!(16u8.is_power_of_two()); assert!(!10u8.is_power_of_two()); ```
library/core/src/num/mod.rs	usize::count_ones	impl usize	method	public	safe	false	false	not applicable	false	true	Returns the number of ones in the binary representation of `self`.  # Examples  ``` let n = 0b01001100usize; assert_eq!(n.count_ones(), 3);  let max = usize::MAX; assert_eq!(max.count_ones(), 64);  let zero = 0usize; assert_eq!(zero.count_ones(), 0); ```
library/core/src/num/mod.rs	usize::is_power_of_two	impl usize	method	public	safe	false	false	not applicable	false	true	Returns `true` if and only if `self == 2^k` for some unsigned integer `k`.  # Examples  ``` assert!(16usize.is_power_of_two()); assert!(!10usize.is_power_of_two()); ```
library/core/src/ops/arith.rs	Add::add		trait method definition	public	safe	false	false	not applicable	false	true	Performs the `+` operation.  # Example  ``` assert_eq!(12 + 1, 13); ```
library/core/src/ops/arith.rs	Add::add	impl Add for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<usize> for &'a usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&usize> for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&usize> for &usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<u8> for &'a u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u8> for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u8> for &u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<u16> for &'a u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u16> for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u16> for &u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<u32> for &'a u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u32> for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u32> for &u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<u64> for &'a u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u64> for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u64> for &u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<u128> for &'a u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u128> for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&u128> for &u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<isize> for &'a isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&isize> for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&isize> for &isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<i8> for &'a i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i8> for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i8> for &i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<i16> for &'a i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i16> for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i16> for &i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<i32> for &'a i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i32> for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i32> for &i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<i64> for &'a i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i64> for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i64> for &i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<i128> for &'a i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i128> for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&i128> for &i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<f32> for &'a f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&f32> for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add<&f32> for &f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl Add for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/ops/arith.rs	Add::add	impl<'a> Add<f64> for &'a f64	trait method implementation	public	safe	false	false	not applicable	false	false	
